retroId,userId
374761bf-e25e-4137-be16-edef06d5cb2b,
c890d51d-2b16-456d-9639-b5e1252d847b,
ae14a4b2-980a-4c83-b8a5-1fc49ee95265,
b22e7f1b-5f9b-422a-902a-311df18a7f82,
cf220934-6612-4975-abe4-4e59f4a12acd,
e2d70d0a-585c-48fd-ab9e-8bae8adefd4a,
f86abd50-b8ba-4f6f-a8f0-3339cf7a16e3,
e9d24b17-0889-478a-8d1b-e6074b558bd1,
39a1551f-d312-4c45-9a6f-552cf830fbb9,
3649cc2c-b9b7-4fa8-be9c-3e74bf20e731,
55a89af0-e3fe-4520-a254-84f068f3f2c1,
acca6509-2c1e-4c55-b03f-7de6b120ca62,
c46305aa-cc9f-47b9-911f-2ae4da11b116,
44a07087-8d3f-4455-b637-c46f8ea3a49c,
00a79102-a9f5-4d10-add4-6b30f5012186,
ed269177-bb59-4632-b01d-65d49861bf53,
ecee24ca-1d03-483d-a0f7-5bc67b53a247,
547a0c77-b1ef-4a43-bcf5-8a4978aa715b,
6b601225-05ea-4683-8f70-59d448623f59,
9b19f8e0-ed45-4d33-9306-340dfe86518e,
2159d3e0-4185-47ff-b5ab-bc6d605ced5f,
1ea7fff9-4b14-435b-9bb6-5f730c19b26c,
57272b45-c1cc-43c6-9f3a-e54ca19cd7f6,
c7ab39c3-18da-47fe-8cdd-87738dea01f1,
cc30c673-8501-44be-9218-195c58f20c88,
ee670691-31d5-485b-a598-2e5f31107015,
f9cdfe23-08f6-4930-9955-2f1f15ec8bd0,
046f4eb5-3fae-4b0b-ad5c-c3a381f38199,
5de514a9-0723-44d4-8959-8ef90472aee2,
bdb867d8-73db-4e7f-9066-d8897e38e508,
42d34dce-9ff3-495f-bb66-6e3dd81def5b,
7e0ccaa6-06e7-4f2f-beff-e6f97c721032,
b6acb8eb-22bf-4e4f-939c-63723b5cde21,
7c418f0f-1cda-4676-b242-91b99b6352b4,
2b4b057b-a662-4ac1-97b7-911e2be66bc6,
e35e567e-e5d9-45fa-a00d-ff4e393cefca,
af227a99-1bc5-47d3-8f39-455abe129a8e,
d3976840-0ca7-43d9-8b6d-3fab207856b0,
12bf3980-c8cf-4674-a3c5-c76a7049a2f0,
04f704b9-ab7a-49f7-a548-f10fe6b49c64,
f1069c0c-3133-4590-86a1-51a51dd9b90e,
2f9e10c2-daf3-4fc0-8766-094a918611e2,
b2feacc8-e87c-492f-90d3-940677d6e7df,
aaa40b2b-c9eb-4c10-94a1-7ba451ac0692,
e01b42b1-67a5-4a28-bb14-379820638899,
d05aac29-b309-459d-bdcb-4e80f5674183,
7bfccd32-4930-4aef-b8e6-79b020fc4767,
821c28fb-651b-4554-bfdc-c63115cf351b,
4301b0c2-4995-4bca-8021-7d67776a1755,
9d2a2fb7-9c3f-4a65-a90f-58346f95b056,
